freq_1,freq_2,freq_A,freq_B,freq_C,freq_D,avg_pos_1,first_pos_1,last_pos_1,avg_pos_2,first_pos_2,last_pos_2,avg_pos_A,first_pos_A,last_pos_A,avg_pos_B,first_pos_B,last_pos_B,avg_pos_C,first_pos_C,last_pos_C,avg_pos_D,first_pos_D,last_pos_D,pattern_11,pattern_22,pattern_AA,pattern_BB,pattern_CC,pattern_DD,pattern_12,pattern_21,pattern_AB,pattern_BA,pattern_CD,pattern_DC,alternations,mean_run,max_run,min_run,std_run,p_dd,p_dl,p_ld,p_ll,digit_minus_letter,lz_complexity
7,5,2,2,2,2,9.571428571428571,0,19,5.4,1,15,9.0,7,11,15.5,14,17,13.0,10,16,10.5,3,18,2,2,0,0,0,0,1,1,0,0,0,0,10,1.25,2.0,1.0,0.4330127018922193,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.15789473684210525,4,1
4,2,7,3,3,1,9.75,5,14,7.5,0,15,13.571428571428571,6,19,7.666666666666667,3,16,5.666666666666667,2,8,1.0,1,1,0,0,2,1,1,0,1,0,0,1,0,1,9,1.3333333333333333,3.0,1.0,0.5962847939999439,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.47368421052631576,-8,2
2,3,1,1,8,5,10.5,8,13,5.0,0,11,12.0,12,12,1.0,1,1,9.125,2,19,13.6,3,18,0,0,0,0,2,1,0,0,0,0,2,2,9,1.3333333333333333,3.0,1.0,0.699205898780101,0.0,0.2631578947368421,0.21052631578947367,0.5263157894736842,-10,2
2,3,4,3,4,4,12.0,9,15,7.666666666666667,2,14,7.25,0,18,9.0,4,12,9.5,1,19,12.25,6,17,0,0,0,1,0,1,0,1,1,0,1,0,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,1
2,1,5,2,6,4,10.5,5,16,12.0,12,12,8.2,0,19,9.5,6,13,9.333333333333334,1,18,10.25,7,15,0,0,1,0,0,1,0,0,0,0,2,2,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.15789473684210525,0.15789473684210525,0.6842105263157895,-14,1
2,2,2,6,2,6,13.5,10,17,10.5,6,15,6.5,4,9,8.166666666666666,0,18,14.0,12,16,8.666666666666666,2,19,0,0,0,2,0,1,0,0,0,1,0,1,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,2
2,2,5,6,3,2,8.0,5,11,2.0,1,3,10.4,4,15,10.0,0,19,14.666666666666666,9,18,7.0,2,12,0,0,1,1,1,0,0,0,2,0,0,0,8,1.25,3.0,1.0,0.5590169943749475,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,1
3,5,3,3,3,3,10.0,1,18,6.4,2,13,4.666666666666667,0,10,12.0,5,16,12.666666666666666,7,17,13.333333333333334,9,19,0,1,0,1,0,0,1,0,1,0,0,0,12,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.3157894736842105,0.3157894736842105,0.2631578947368421,-4,2
1,2,7,2,6,2,13.0,13,13,13.0,7,19,12.857142857142858,5,18,8.5,8,9,6.666666666666667,1,17,2.0,0,4,0,0,1,1,1,0,0,0,0,1,1,1,5,1.3333333333333333,3.0,1.0,0.699205898780101,0.0,0.10526315789473684,0.15789473684210525,0.7368421052631579,-14,4
1,4,4,6,2,3,4.0,4,4,7.5,3,14,7.75,0,13,11.666666666666666,2,19,13.5,12,15,9.333333333333334,1,17,0,0,0,1,0,0,1,1,0,1,0,0,6,1.0526315789473684,2.0,1.0,0.22329687826943606,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,1
2,3,6,5,2,2,1.0,0,2,14.0,11,16,11.166666666666666,5,18,7.0,1,14,11.0,3,19,11.0,9,13,0,1,2,0,0,0,0,0,1,2,0,0,7,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.5789473684210527,-10,3
3,4,5,3,4,1,4.666666666666667,3,6,7.5,0,13,8.4,2,19,15.333333333333334,12,18,10.75,1,17,15.0,15,15,1,1,0,0,0,0,0,0,0,1,1,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,2
2,3,2,4,6,3,2.0,1,3,9.0,0,15,6.0,4,8,5.5,2,9,13.166666666666666,7,18,15.333333333333334,13,19,0,0,0,1,2,1,0,1,2,0,1,0,7,1.3333333333333333,3.0,1.0,0.5962847939999439,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.5789473684210527,-10,1
5,2,1,3,4,5,9.8,5,17,5.0,1,9,15.0,15,15,16.333333333333332,14,19,8.5,0,18,6.6,2,12,2,0,0,0,0,1,0,1,1,1,1,2,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.42105263157894735,-6,2
2,1,6,3,5,3,4.5,2,7,10.0,10,10,11.166666666666666,4,16,6.666666666666667,3,12,13.8,6,19,5.0,0,14,0,0,1,0,1,1,0,0,2,2,0,0,6,1.25,3.0,1.0,0.5590169943749475,0.0,0.15789473684210525,0.15789473684210525,0.6842105263157895,-14,1
8,3,4,1,2,2,8.5,1,17,4.666666666666667,0,8,14.75,10,19,13.0,13,13,7.0,2,12,11.0,4,18,0,0,0,0,0,0,2,3,0,1,0,0,11,1.0,1.0,1.0,0.0,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.15789473684210525,2,3
1,2,4,3,6,4,9.0,9,9,15.0,12,18,10.75,2,16,11.666666666666666,4,17,8.166666666666666,1,19,6.0,0,13,0,0,1,0,1,1,0,0,1,1,0,2,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.0,0.15789473684210525,0.15789473684210525,0.6842105263157895,-14,1
6,4,3,1,3,3,7.833333333333333,2,17,5.75,0,11,13.666666666666666,9,19,14.0,14,14,10.0,5,15,11.666666666666666,1,18,2,0,0,0,0,0,2,1,1,0,1,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.2631578947368421,0,1
3,3,5,4,2,3,4.0,0,8,10.333333333333334,1,16,11.4,6,17,8.0,3,13,18.5,18,19,7.0,2,12,0,0,1,0,1,0,1,0,1,1,0,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.47368421052631576,-8,1
1,5,3,6,3,2,11.0,11,11,9.2,1,19,12.333333333333334,9,16,10.0,0,18,9.666666666666666,7,14,3.5,2,5,0,0,0,0,1,0,0,0,2,1,0,0,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,-8,3
3,1,6,5,3,2,13.0,9,19,16.0,16,16,9.833333333333334,1,18,8.0,2,14,6.333333333333333,0,15,8.5,5,12,0,0,2,2,0,0,0,0,2,0,1,0,7,1.25,2.0,1.0,0.4330127018922193,0.0,0.15789473684210525,0.21052631578947367,0.631578947368421,-12,3
4,6,4,3,2,1,7.25,0,19,9.333333333333334,1,18,5.75,2,13,13.333333333333334,8,17,14.0,12,16,14.0,14,14,0,1,1,0,0,0,2,1,0,0,0,0,8,1.1764705882352942,3.0,1.0,0.5128116404165498,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.3157894736842105,0,3
4,3,3,7,3,0,11.0,0,18,8.666666666666666,2,17,4.333333333333333,1,8,11.428571428571429,6,15,9.0,3,19,-1.0,-1,-1,0,0,0,2,0,0,1,1,1,0,0,0,9,1.25,5.0,1.0,0.9682458365518543,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,1
2,2,2,7,4,3,12.0,11,13,17.5,16,19,3.5,2,5,9.285714285714286,0,17,10.75,4,18,5.333333333333333,1,12,0,0,0,1,0,0,0,0,1,0,0,1,7,1.1111111111111112,3.0,1.0,0.4581228472908512,0.0,0.15789473684210525,0.21052631578947367,0.631578947368421,-12,3
6,0,2,6,0,6,8.0,0,14,-1.0,-1,-1,4.5,1,8,13.5,2,19,-1.0,-1,-1,8.666666666666666,3,17,2,0,0,2,0,2,0,0,1,0,0,0,5,1.5384615384615385,3.0,1.0,0.6343239424027171,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.5789473684210527,-8,3
4,3,4,2,2,5,11.0,3,19,9.0,4,17,8.75,2,12,12.0,9,15,11.5,7,16,7.4,0,18,0,0,1,0,0,1,1,0,0,1,0,0,11,1.1764705882352942,3.0,1.0,0.5128116404165498,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.3684210526315789,-6,3
2,4,4,6,2,2,4.5,3,6,1.75,0,4,11.0,9,13,14.333333333333334,7,19,10.5,5,16,11.5,8,15,0,1,2,1,0,0,1,1,2,1,0,1,3,1.4285714285714286,3.0,1.0,0.7284313590846836,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.631578947368421,-8,2
3,2,3,3,5,4,7.333333333333333,1,19,8.0,6,10,9.666666666666666,5,16,4.666666666666667,3,7,11.6,0,18,12.75,9,17,1,0,0,1,1,1,0,0,0,2,1,2,7,1.25,2.0,1.0,0.4330127018922193,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.5789473684210527,-10,1
3,1,4,5,4,3,13.0,9,17,4.0,4,4,7.75,2,15,11.8,6,18,8.0,0,14,8.333333333333334,1,19,0,0,1,1,0,0,0,0,2,0,1,0,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,1
1,3,2,3,6,5,6.0,6,6,10.333333333333334,8,12,4.5,4,5,7.666666666666667,1,19,11.833333333333334,2,18,10.0,0,16,0,1,1,0,2,1,0,0,0,1,1,2,6,1.3333333333333333,2.0,1.0,0.47140452079103173,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,3
2,1,2,6,2,7,4.5,4,5,19.0,19,19,7.0,2,12,12.833333333333334,8,18,5.0,3,7,8.714285714285714,0,17,1,0,0,1,0,1,0,0,0,1,0,1,3,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.7894736842105263,-14,4
3,7,1,2,3,4,12.0,3,18,8.0,0,16,5.0,5,5,5.0,2,8,12.0,4,19,11.75,7,17,0,2,0,0,0,0,1,0,0,0,1,0,11,1.1764705882352942,3.0,1.0,0.5128116404165498,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.21052631578947367,0,3
1,4,5,4,5,1,12.0,12,12,8.5,1,15,6.4,0,16,6.75,2,14,14.8,7,19,11.0,11,11,0,0,1,1,1,0,0,0,1,1,0,0,10,1.25,3.0,1.0,0.5590169943749475,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,-10,2
4,4,4,0,5,3,5.25,0,8,10.5,4,15,9.25,2,19,-1.0,-1,-1,10.6,1,18,12.333333333333334,9,16,1,0,0,0,1,0,0,0,0,0,0,1,11,1.1764705882352942,3.0,1.0,0.5128116404165498,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.3157894736842105,-4,1
1,6,4,4,4,1,7.0,7,7,12.333333333333334,1,19,10.75,5,18,8.0,0,15,6.0,2,12,10.0,10,10,0,1,0,1,0,0,1,0,0,0,0,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.42105263157894735,-6,2
6,2,4,2,2,4,12.333333333333334,2,19,11.5,11,12,7.25,0,15,5.0,3,7,8.5,1,16,9.25,5,13,1,1,0,0,0,1,0,0,1,1,0,0,9,1.25,3.0,1.0,0.5590169943749475,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3684210526315789,-4,1
6,3,3,4,2,2,7.666666666666667,2,18,12.666666666666666,9,15,10.333333333333334,7,13,11.5,4,19,14.0,12,16,0.5,0,1,1,1,0,0,0,1,1,1,0,1,0,0,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2631578947368421,-2,1
3,6,1,2,6,2,7.0,1,11,9.166666666666666,0,19,12.0,12,12,9.0,8,10,8.5,3,17,16.5,15,18,0,1,0,0,3,0,1,1,0,0,1,1,10,1.3333333333333333,4.0,1.0,0.7888106377466155,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-2,1
5,4,1,4,3,3,10.0,2,17,10.0,0,15,8.0,8,8,6.0,3,11,15.333333333333334,9,19,7.333333333333333,1,16,0,1,0,1,1,0,1,1,0,0,0,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.2631578947368421,-2,1
2,2,4,4,5,3,8.5,4,13,3.5,2,5,7.75,0,15,6.25,1,14,14.2,8,19,13.0,11,16,0,0,0,0,2,1,1,0,2,1,0,1,6,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
3,4,6,4,0,3,8.0,3,16,7.75,0,17,13.333333333333334,9,19,9.25,1,15,-1.0,-1,-1,6.0,4,8,0,0,2,1,0,0,1,1,1,0,0,0,9,1.25,3.0,1.0,0.5590169943749475,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,3
1,2,7,4,1,5,12.0,12,12,3.0,0,6,9.428571428571429,3,19,11.75,7,16,1.0,1,1,11.6,2,17,0,0,3,0,0,0,0,0,1,1,1,0,5,1.25,3.0,1.0,0.5590169943749475,0.0,0.15789473684210525,0.10526315789473684,0.7368421052631579,-14,1
2,4,1,2,8,3,11.0,8,14,5.0,0,13,11.0,11,11,12.0,9,15,9.5,1,19,12.333333333333334,7,18,0,1,0,0,3,0,0,1,0,0,2,1,7,1.25,2.0,1.0,0.4330127018922193,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.5263157894736842,-8,2
9,0,0,4,4,3,9.777777777777779,1,19,-1.0,-1,-1,-1.0,-1,-1,8.0,2,16,8.0,0,15,12.666666666666666,10,17,2,0,0,0,0,1,0,0,0,0,0,0,11,1.25,3.0,1.0,0.5590169943749475,0.15789473684210525,0.2631578947368421,0.3157894736842105,0.2631578947368421,-2,1
3,6,3,3,0,5,8.333333333333334,3,16,13.166666666666666,8,19,6.333333333333333,0,10,8.333333333333334,2,18,-1.0,-1,-1,8.4,1,17,0,2,1,0,0,0,0,1,0,0,0,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.2631578947368421,0.3157894736842105,0.2631578947368421,-2,4
2,6,4,2,4,2,11.5,6,17,11.5,3,18,7.5,0,13,5.5,4,7,9.0,1,19,10.5,5,16,0,1,1,0,1,0,1,0,0,1,0,0,10,1.25,3.0,1.0,0.5590169943749475,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-4,1
4,5,3,3,1,4,13.0,6,19,11.4,5,17,8.666666666666666,4,15,7.333333333333333,0,14,2.0,2,2,7.75,1,16,1,1,0,0,0,0,1,2,1,1,1,1,7,1.1111111111111112,2.0,1.0,0.3142696805273545,0.2631578947368421,0.15789473684210525,0.21052631578947367,0.3684210526315789,-2,3
3,2,4,7,2,2,11.0,5,16,9.0,4,14,9.25,1,19,9.285714285714286,0,18,8.5,2,15,10.0,3,17,0,0,0,2,0,0,0,1,1,3,1,0,8,1.1764705882352942,4.0,1.0,0.7058823529411764,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,1
3,4,1,5,6,1,13.0,7,18,7.0,1,15,8.0,8,8,6.4,0,13,12.333333333333334,5,19,9.0,9,9,0,1,0,2,2,0,1,0,0,0,0,0,10,1.3333333333333333,2.0,1.0,0.47140452079103173,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,2
3,3,3,4,3,4,9.0,4,15,6.666666666666667,1,13,10.0,5,16,7.75,0,18,14.0,11,17,10.0,2,19,0,0,0,0,0,0,0,0,1,0,1,0,12,1.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,2
4,3,4,3,3,3,3.25,0,7,5.333333333333333,2,8,13.25,3,19,10.333333333333334,4,17,12.666666666666666,11,15,13.0,9,16,1,0,1,0,1,0,3,1,1,1,1,1,3,1.1764705882352942,2.0,1.0,0.3812200410828153,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.5789473684210527,-6,1
6,1,5,5,2,1,7.333333333333333,1,18,7.0,7,7,12.6,6,19,8.0,0,14,10.5,5,16,15.0,15,15,1,0,0,0,0,0,0,0,1,1,0,1,10,1.1111111111111112,3.0,1.0,0.4581228472908512,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,1
4,3,4,4,0,5,10.25,1,16,9.666666666666666,0,17,9.5,2,15,9.75,3,18,-1.0,-1,-1,8.6,4,19,0,0,0,0,0,1,1,1,1,1,0,0,9,1.1111111111111112,3.0,1.0,0.4581228472908512,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,1
3,3,4,3,2,5,8.333333333333334,2,12,14.0,9,18,7.25,0,14,16.333333333333332,13,19,5.5,3,8,6.8,1,16,1,0,0,0,0,1,0,0,0,1,1,1,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,2
4,2,4,4,1,5,11.5,5,19,9.0,1,17,8.5,2,12,7.75,0,18,3.0,3,3,11.6,4,16,0,0,1,1,0,1,0,0,0,0,1,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,-8,1
2,1,3,2,7,5,3.5,1,6,7.0,7,7,13.0,8,18,10.5,9,12,7.714285714285714,0,19,12.4,5,17,0,0,0,0,1,1,1,0,1,1,2,2,4,1.1764705882352942,3.0,1.0,0.5128116404165498,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.7368421052631579,-14,1
4,1,3,5,1,6,8.0,2,19,14.0,14,14,9.333333333333334,5,16,11.4,4,17,11.0,11,11,8.0,0,18,1,0,0,0,0,1,0,0,1,2,0,1,7,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.5789473684210527,-10,2
4,4,2,2,4,4,6.5,0,10,12.0,4,18,12.5,8,17,12.5,12,13,10.25,3,19,6.25,1,16,1,0,0,1,0,1,1,0,0,0,1,1,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.3157894736842105,-4,1
2,5,5,0,4,4,10.5,7,14,8.0,4,17,10.6,1,19,-1.0,-1,-1,12.25,9,18,6.75,0,13,0,1,2,0,1,0,1,1,0,0,2,1,6,1.3333333333333333,3.0,1.0,0.5962847939999438,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.47368421052631576,-6,2
0,4,3,3,4,6,-1.0,-1,-1,8.25,4,12,11.666666666666666,2,18,4.666666666666667,1,8,10.5,0,17,11.0,3,19,0,1,0,0,1,1,0,0,0,1,1,0,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
2,3,3,5,4,3,2.0,1,3,10.0,2,17,12.0,8,15,7.2,0,16,15.25,10,19,7.666666666666667,4,12,0,0,0,1,1,0,1,1,2,0,0,0,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,2
4,3,1,5,4,3,11.25,6,19,7.0,0,17,12.0,12,12,7.6,1,14,13.0,3,18,7.333333333333333,5,10,0,0,0,2,1,0,0,0,1,0,0,0,12,1.1764705882352942,2.0,1.0,0.3812200410828153,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-6,1
3,5,4,3,3,2,11.333333333333334,0,19,9.2,5,14,6.25,1,17,10.0,2,18,10.333333333333334,6,13,12.0,8,16,0,0,1,0,1,0,0,1,2,1,0,0,12,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,-4,2
4,3,2,5,4,2,8.75,1,19,11.666666666666666,4,17,8.5,6,11,9.4,0,16,9.0,5,12,10.0,2,18,1,0,0,1,1,0,0,0,0,0,0,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.3684210526315789,-6,1
5,4,4,3,2,2,10.4,4,18,4.75,1,13,12.25,9,16,12.333333333333334,7,19,6.0,0,12,10.5,6,15,2,1,1,0,0,0,0,1,1,0,0,0,8,1.3333333333333333,3.0,1.0,0.5962847939999438,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.3157894736842105,-2,3
1,5,6,2,3,3,5.0,5,5,11.8,2,19,10.666666666666666,3,17,9.0,7,11,8.0,1,13,6.666666666666667,0,14,0,1,2,0,0,0,0,0,0,0,1,1,9,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.47368421052631576,-8,1
3,3,1,4,5,4,11.0,1,17,8.333333333333334,4,11,19.0,19,19,12.75,7,18,5.8,0,16,8.25,5,13,0,1,0,0,1,1,0,0,0,1,1,0,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,1
4,4,2,5,3,2,12.5,6,17,11.0,1,19,12.0,10,14,8.6,3,13,8.0,2,18,2.5,0,5,1,0,0,2,0,0,0,1,0,1,1,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.3157894736842105,-4,1
1,4,6,5,4,0,18.0,18,18,8.0,2,14,9.166666666666666,0,19,10.2,6,15,8.5,3,16,-1.0,-1,-1,0,0,1,0,1,0,0,0,1,1,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,-10,1
4,4,3,2,4,3,11.5,3,17,6.25,0,14,10.666666666666666,9,13,4.0,1,7,10.0,4,16,13.0,2,19,0,1,1,0,0,1,0,1,0,0,0,0,11,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.3157894736842105,-4,2
4,2,2,2,4,6,11.75,9,17,3.5,3,4,10.5,8,13,8.0,1,15,7.5,0,19,11.5,2,18,1,1,0,0,1,0,0,0,0,0,1,1,6,1.25,3.0,1.0,0.5590169943749475,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,-8,2
4,4,3,5,3,1,12.75,5,17,4.0,0,8,10.333333333333334,2,19,10.2,4,15,7.666666666666667,3,11,18.0,18,18,1,2,0,1,0,0,0,0,0,0,0,0,9,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.3684210526315789,-4,1
4,4,1,3,4,4,8.5,2,18,9.25,4,15,12.0,12,12,8.0,0,14,8.5,1,19,12.25,7,17,1,1,0,0,0,1,1,0,0,0,2,1,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-4,1
5,2,4,3,2,4,9.4,0,18,10.5,6,15,6.25,2,10,11.333333333333334,3,17,17.5,16,19,7.0,1,12,0,0,1,0,0,1,1,0,1,1,0,0,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.3157894736842105,0.2631578947368421,0.3684210526315789,-6,1
10,5,0,0,4,1,9.7,0,17,8.0,1,19,-1.0,-1,-1,-1.0,-1,-1,9.25,2,18,16.0,16,16,4,1,0,0,0,0,2,2,0,0,0,0,10,1.3333333333333333,2.0,1.0,0.47140452079103173,0.47368421052631576,0.2631578947368421,0.2631578947368421,0.0,10,3
3,2,2,3,6,4,5.666666666666667,0,15,4.5,3,6,10.5,8,13,10.333333333333334,5,16,12.0,4,19,10.0,1,18,0,0,0,0,0,0,1,0,0,0,2,1,7,1.0,1.0,1.0,0.0,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.5789473684210527,-10,3
4,2,4,5,3,2,11.5,2,19,11.5,11,12,4.75,0,9,11.6,5,16,10.333333333333334,1,17,6.5,3,10,1,1,0,1,0,0,0,0,1,2,0,0,7,1.25,3.0,1.0,0.5590169943749475,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.5263157894736842,-8,2
4,1,1,2,3,9,8.25,2,12,18.0,18,18,17.0,17,17,4.0,0,8,8.0,3,16,10.0,1,19,1,0,0,0,0,2,0,0,0,0,2,2,8,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,1
3,5,0,6,5,1,14.666666666666666,13,16,8.0,3,14,-1.0,-1,-1,11.333333333333334,1,19,7.6,5,10,0.0,0,0,1,1,0,2,2,0,1,2,0,0,0,0,6,1.6666666666666667,3.0,1.0,0.7453559924999299,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.42105263157894735,-4,3
4,4,2,7,1,2,9.25,3,17,7.75,1,14,10.5,2,19,9.285714285714286,0,18,7.0,7,7,14.5,13,16,0,0,0,1,0,0,1,0,0,1,0,0,14,1.0526315789473684,2.0,1.0,0.22329687826943603,0.05263157894736842,0.3684210526315789,0.3684210526315789,0.21052631578947367,-4,3
2,0,3,5,3,7,7.0,0,14,-1.0,-1,-1,6.333333333333333,1,16,10.6,3,19,8.666666666666666,4,17,11.142857142857142,6,18,0,0,1,0,1,1,0,0,1,0,2,0,3,1.25,3.0,1.0,0.5590169943749475,0.0,0.10526315789473684,0.05263157894736842,0.8421052631578947,-16,2
3,1,4,6,3,3,13.666666666666666,9,19,5.0,5,5,11.25,6,17,7.666666666666667,0,18,10.0,3,16,7.666666666666667,1,14,0,0,0,0,0,0,0,0,2,0,0,0,7,1.0,1.0,1.0,0.0,0.0,0.15789473684210525,0.21052631578947367,0.631578947368421,-12,2
5,2,7,2,1,3,11.0,6,16,15.0,11,19,8.428571428571429,1,18,8.0,3,13,4.0,4,4,8.666666666666666,0,17,1,0,1,0,0,0,0,1,1,0,0,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.42105263157894735,-6,3
4,4,5,3,2,2,11.25,4,17,11.5,2,18,11.0,6,19,8.333333333333334,3,15,3.0,1,5,6.5,0,13,1,0,1,0,0,0,1,0,1,0,0,1,12,1.1764705882352942,3.0,1.0,0.5128116404165498,0.10526315789473684,0.3157894736842105,0.3157894736842105,0.2631578947368421,-4,2
3,1,6,4,4,2,8.666666666666666,3,19,2.0,2,2,11.5,5,15,12.25,6,18,6.75,1,11,8.5,0,17,1,0,2,0,1,0,0,1,2,1,0,1,3,1.3333333333333333,4.0,1.0,0.7888106377466154,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.7368421052631579,-12,1
4,6,1,1,5,3,9.5,2,18,8.0,1,17,8.0,8,8,14.0,14,14,12.6,0,19,6.333333333333333,3,9,0,2,0,0,1,0,0,4,0,0,0,0,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.2631578947368421,0,3
2,6,5,0,2,5,13.5,8,19,8.5,0,17,6.2,1,12,-1.0,-1,-1,9.0,2,16,12.6,7,18,0,1,2,0,0,1,0,0,0,0,0,1,12,1.25,2.0,1.0,0.4330127018922193,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,-4,2
